,Index,id,food_name,price,area,counter,tags,time,_8,备注
0,0,,清汤面,7.0,合一三楼,面面俱到,,正餐,,
1,38,,柚子茶,7.0,合一三楼,小小饮吧,,正餐,,
2,75,,尖椒豆皮,3.0,合一三楼,营养套餐,,正餐,,
3,82,,鱼香肉丝,5.0,合一三楼,营养套餐,,正餐,,
4,97,,水煮肉,7.0,合一三楼,营养套餐,,正餐,,
5,101,,辣子鸡,7.0,合一三楼,营养套餐,,正餐,,
6,104,,京酱肉丝,7.0,合一三楼,营养套餐,,正餐,,
7,106,,宫保鸡丁,7.0,合一三楼,营养套餐,,正餐,,
