id,food_name,price,area,counter,tags,time,,备注
,米饭,2,美食苑,淄博烧烤,,正餐,,
,西红柿炒鸡蛋盖饭,15,美食苑,淄博烧烤,,正餐,,
,韭菜鸡蛋盖饭,15,美食苑,淄博烧烤,,正餐,,
,尖椒肉丝盖饭,16,美食苑,淄博烧烤,,正餐,,
,外婆菜盖饭,16,美食苑,淄博烧烤,,正餐,,
,鱼香肉丝盖饭,16,美食苑,淄博烧烤,,正餐,,
,扬州炒饭,16,美食苑,淄博烧烤,,正餐,,
,木耳肉片盖饭,16,美食苑,淄博烧烤,,正餐,,
,小炒肉盖饭,18,美食苑,淄博烧烤,,正餐,,
,肉焖豆角盖饭,18,美食苑,淄博烧烤,,正餐,,
,小炒猪肝盖饭,18,美食苑,淄博烧烤,,正餐,,
,小炒香干盖饭,18,美食苑,淄博烧烤,,正餐,,
,小炒鸡丁盖饭,18,美食苑,淄博烧烤,,正餐,,
,京酱肉丝盖饭,18,美食苑,淄博烧烤,,正餐,,
,宫保鸡丁盖饭,18,美食苑,淄博烧烤,,正餐,,
,辣子鸡盖饭,20,美食苑,淄博烧烤,,正餐,,
,小炒猪头肉盖饭,20,美食苑,淄博烧烤,,正餐,,
,回锅肉盖饭,20,美食苑,淄博烧烤,,正餐,,
,土豆牛肉盖饭,22,美食苑,淄博烧烤,,正餐,,
,梅菜扣肉盖饭,22,美食苑,淄博烧烤,,正餐,,
,煎蛋,3,美食苑,淄博烧烤,,正餐,,
,泡椒猪肝盖饭,16,美食苑,淄博烧烤,,正餐,,
,小炒鸭胸盖饭,19,美食苑,淄博烧烤,,正餐,,
,素炒面,13,美食苑,淄博烧烤,,正餐,,
,蛋炒面,15,美食苑,淄博烧烤,,正餐,,
,肉炒面,16,美食苑,淄博烧烤,,正餐,,
,牛肉炒面,18,美食苑,淄博烧烤,,正餐,,
,腊肉炒面,18,美食苑,淄博烧烤,,正餐,,
,凉面,10,美食苑,淄博烧烤,,正餐,,
,鸡蛋炒河粉,15,美食苑,淄博烧烤,,正餐,,
,肉丝炒河粉,16,美食苑,淄博烧烤,,正餐,,
,牛肉炒河粉,18,美食苑,淄博烧烤,,正餐,,
,腊肉炒河粉,18,美食苑,淄博烧烤,,正餐,,
,素炒河粉,13,美食苑,淄博烧烤,,正餐,,
,鸡蛋炒饼,15,美食苑,淄博烧烤,,正餐,,
,肉炒饼,16,美食苑,淄博烧烤,,正餐,,
,素炒饼,13,美食苑,淄博烧烤,,正餐,,
,牛肉炒饼,18,美食苑,淄博烧烤,,正餐,,
,腊肉炒饼,18,美食苑,淄博烧烤,,正餐,,
,酸辣汤,18,美食苑,淄博烧烤,,正餐,,
,西红柿鸡蛋汤,18,美食苑,淄博烧烤,,正餐,,
,西红柿疙瘩汤（小份）,10,美食苑,淄博烧烤,,正餐,,
,西红柿疙瘩汤（大份）,18,美食苑,淄博烧烤,,正餐,,
,狼牙土豆（糖醋）,10,美食苑,狼牙锅巴土豆,,正餐,,
,狼牙土豆（香辣）,10,美食苑,狼牙锅巴土豆,,正餐,,
,狼牙土豆（孜然）,10,美食苑,狼牙锅巴土豆,,正餐,,
,狼牙土豆（干拌）,10,美食苑,狼牙锅巴土豆,,正餐,,
,狼牙土豆（藤椒）,10,美食苑,狼牙锅巴土豆,,正餐,,
,包浆豆腐,10,美食苑,狼牙锅巴土豆,,正餐,,
,锅巴土豆（糖醋麻辣）,10,美食苑,狼牙锅巴土豆,,正餐,,
,锅巴土豆（糖醋）,10,美食苑,狼牙锅巴土豆,,正餐,,
,锅巴土豆（藤椒）,10,美食苑,狼牙锅巴土豆,,正餐,,
,锅巴土豆（梅甘）,10,美食苑,狼牙锅巴土豆,,正餐,,
,锅巴土豆（番茄）,10,美食苑,狼牙锅巴土豆,,正餐,,
,锅巴土豆（孜然）,10,美食苑,狼牙锅巴土豆,,正餐,,
,锅巴土豆（香辣）,10,美食苑,狼牙锅巴土豆,,正餐,,
,绝味大面筋,6,美食苑,狼牙锅巴土豆,,正餐,,
,剁椒面筋,7,美食苑,狼牙锅巴土豆,,正餐,,
,鱼骨面筋,10,美食苑,狼牙锅巴土豆,,正餐,,
,网红小面筋,10,美食苑,狼牙锅巴土豆,,正餐,,
,黄金鱼豆腐,10,美食苑,狼牙锅巴土豆,,正餐,,
,夺命豆皮,10,美食苑,狼牙锅巴土豆,,正餐,,
,烤苕皮,8,美食苑,狼牙锅巴土豆,,正餐,,
,手把鱿鱼须,12,美食苑,狼牙锅巴土豆,,正餐,,
,爽口鱿鱼板,12,美食苑,狼牙锅巴土豆,,正餐,,
,金针菇卷,4,美食苑,狼牙锅巴土豆,,正餐,,
,香菜卷,4,美食苑,狼牙锅巴土豆,,正餐,,
,台式烤肠,4,美食苑,狼牙锅巴土豆,,正餐,,
,烤香菇,4,美食苑,狼牙锅巴土豆,,正餐,,
,烤烧饼,4,美食苑,狼牙锅巴土豆,,正餐,,
,烤年糕,4,美食苑,狼牙锅巴土豆,,正餐,,
,烤臭豆腐,4,美食苑,狼牙锅巴土豆,,正餐,,
,手把鸭肠,12,美食苑,狼牙锅巴土豆,,正餐,,
,手把玉米串,12,美食苑,狼牙锅巴土豆,,正餐,,
,手把牛肚,12,美食苑,狼牙锅巴土豆,,正餐,,
,手把牛肉串,12,美食苑,狼牙锅巴土豆,,正餐,,
,秘制烤翅,10,美食苑,狼牙锅巴土豆,,正餐,,
,秘制骨肉串,6,美食苑,狼牙锅巴土豆,,正餐,,
,秘制鸡肉丸,6,美食苑,狼牙锅巴土豆,,正餐,,
,爆香墨鱼丸,5,美食苑,狼牙锅巴土豆,,正餐,,
