,Index,id,food_name,price,area,counter,tags,time,_8,备注
0,0,,叉烧鸡腿饭,10,合一三楼,焖锅柜台,,正餐,,
1,7,,酸豆角米粉,8,合一三楼,米粉柜台,,正餐,,
2,10,,酸辣米粉,8,合一三楼,米粉柜台,,正餐,,
3,14,,金针菇米粉,9,合一三楼,米粉柜台,,正餐,,
4,31,,剁椒鸡蛋,9,合一三楼,盖饭柜台,,正餐,,
5,35,,鱼香肉丝,10,合一三楼,盖饭柜台,,正餐,,
6,36,,宫保鸡丁,10,合一三楼,盖饭柜台,,正餐,,
7,44,,京酱肉丝,11,合一三楼,盖饭柜台,,正餐,,
