id,food_name,price,area,counter,tags,time,,备注
,木须油菜,3,学二食堂,基本伙柜台,,正餐,,
,白菜炖鱼豆腐,4,学二食堂,基本伙柜台,,正餐,,
,糖醋鸡肉,5,学二食堂,基本伙柜台,,正餐,,
,鸡肉炖萝卜,5,学二食堂,基本伙柜台,,正餐,,
,鸡肉粉条,5,学二食堂,基本伙柜台,,正餐,,
,木耳肉片,5,学二食堂,基本伙柜台,,正餐,,
,溜鸭肝,5,学二食堂,基本伙柜台,,正餐,,
,酱爆鸭脯,6,学二食堂,基本伙柜台,,正餐,,
,水煮肉片,6,学二食堂,基本伙柜台,,正餐,,
,豆花肉片,6,学二食堂,基本伙柜台,,正餐,,
,辣子鸡,6,学二食堂,基本伙柜台,,正餐,,
,可乐鸡翅,6,学二食堂,基本伙柜台,,正餐,,
,贵妃翅根,6,学二食堂,基本伙柜台,,正餐,,
,孜香鸭脯丁,6,学二食堂,基本伙柜台,,正餐,,
,孜香鸡片,6,学二食堂,基本伙柜台,,正餐,,
,孜香土豆鸡丁,6,学二食堂,基本伙柜台,,正餐,,
,鳕鱼烧茄子,6,学二食堂,基本伙柜台,,正餐,,
,鸡肉炖木耳,6,学二食堂,基本伙柜台,,正餐,,
,果味鸡丁,6,学二食堂,基本伙柜台,,正餐,,
,水饺（两）,1.5,学二食堂,馄饨柜台,,正餐,,
,红糖小米粥,1.5,学二食堂,馄饨柜台,,正餐,,
,枸杞山药粥,2,学二食堂,馄饨柜台,,正餐,,
,青菜豆腐汤,1.5,学二食堂,馄饨柜台,,正餐,,
,小包子,0.6,学二食堂,馄饨柜台,,正餐,,
,南瓜蓉粥,1.5,学二食堂,馄饨柜台,,正餐,,
,紫米粥,1.5,学二食堂,馄饨柜台,,正餐,,
,疙瘩汤,1.5,学二食堂,馄饨柜台,,正餐,,
,酸辣豆腐汤,1.5,学二食堂,馄饨柜台,,正餐,,
,西红柿鸡蛋面,5,学二食堂,面柜台,,正餐,,
,茄子卤面,6,学二食堂,面柜台,,正餐,,
,麻辣拌面,8,学二食堂,面柜台,,正餐,,
,卤肉面,8,学二食堂,面柜台,,正餐,,
,排骨面,12,学二食堂,面柜台,,正餐,,
,肉丝面,12,学二食堂,面柜台,,正餐,,
,宜宾燃面,6.5,学二食堂,面柜台,,正餐,,
,四川担担面,8,学二食堂,面柜台,,正餐,,
,蘑菇酱面,8,学二食堂,面柜台,,正餐,,
,卤蛋,1,学二食堂,面柜台,,正餐,,
,西红柿臊子面,5,学二食堂,面柜台,,正餐,,
,茄丁臊子面,6,学二食堂,面柜台,,正餐,,
,重庆小面,6,学二食堂,面柜台,,正餐,,
,麻酱拌面,6,学二食堂,面柜台,,正餐,,
,香辣肥牛面,8,学二食堂,面柜台,,正餐,,
,香菇鸡块面,8,学二食堂,面柜台,,正餐,,
